2026-03-21 18:24:13 | DEBUG | asyncio | Using selector: EpollSelector
2026-03-21 18:26:53 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-21 18:26:53 | INFO | browser_agent.tools | TOOL find_element_and_click args={'description': "Нажать кнопку 'Укажите адрес доставки'"}
2026-03-21 18:27:08 | INFO | browser_agent.tools | TOOL find_element_and_click result={"ok":false,"error":"timeout via label: Locator.click: Timeout 3000ms exceeded.\nCall log:\nwaiting for get_by_label(re.compile(r\"Нажать\\ кнопку\\ 'Укажите\\ адрес\\ доставки'\", re.IGNORECASE)).first\n","url":"https://lavka.yandex.ru/"}
2026-03-21 18:27:08 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5-mini-2025-08-07 messages=5 tools=True
2026-03-21 18:27:08 | DEBUG | httpcore.connection | close.started
2026-03-21 18:27:08 | DEBUG | httpcore.connection | close.complete
2026-03-21 18:27:08 | DEBUG | httpcore.connection | connect_tcp.started host='ru-2.gateway.nekocode.app' port=443 local_address=None timeout=5.0 socket_options=None
2026-03-21 18:27:08 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x73c326317050>
2026-03-21 18:27:08 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x73c3266163d0> server_hostname='ru-2.gateway.nekocode.app' timeout=5.0
2026-03-21 18:27:09 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x73c3263a6a50>
2026-03-21 18:27:09 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-21 18:27:09 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-21 18:27:09 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-21 18:27:09 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-21 18:27:09 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-21 18:27:13 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1140'), (b'Content-Type', b'application/json'), (b'Date', b'Sat, 21 Mar 2026 15:27:13 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'296'), (b'X-Request-Id', b'a3d5d134-dd17-4768-bf14-2df0b1a5d523'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-21 18:27:13 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-21 18:27:13 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-21 18:27:13 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-21 18:27:13 | DEBUG | httpcore.http11 | response_closed.started
2026-03-21 18:27:13 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-21 18:27:13 | INFO | browser_agent.tools | TOOL wait_for_element args={'description': "Кнопка 'Укажите адрес доставки'", 'timeout': 10000}
2026-03-21 18:27:48 | INFO | browser_agent.cli | Closing browser...
2026-03-21 18:28:09 | DEBUG | httpcore.connection | close.started
2026-03-21 18:28:09 | DEBUG | httpcore.connection | close.complete
2026-03-21 18:28:09 | ERROR | asyncio | Future exception was never retrieved
future: <Future finished exception=TargetClosedError('Target page, context or browser has been closed')>
playwright._impl._errors.TargetClosedError: Target page, context or browser has been closed
2026-03-21 18:28:09 | ERROR | asyncio | Future exception was never retrieved
future: <Future finished exception=TargetClosedError('Target page, context or browser has been closed')>
playwright._impl._errors.TargetClosedError: Target page, context or browser has been closed
